code,coding_system,entity,list_name,description
Eu60y13,Read,diagnostic,Personality disorders,[X]Immature personality disorder
Eu60.00,Read,diagnostic,Personality disorders,[X]Specific personality disorders
Eu60y16,Read,diagnostic,Personality disorders,[X]Psychoneurotic personality disorder
E211z00,Read,diagnostic,Personality disorders,Affective personality disorder NOS
Eu60500,Read,diagnostic,Personality disorders,[X]Anankastic personality disorder
Eu60y14,Read,diagnostic,Personality disorders,[X]Narcissistic personality disorder
Eu62013,Read,diagnostic,Personality disorders,[X]Personality change aft prolong captiv+possib/being killed
Eu34012,Read,diagnostic,Personality disorders,[X]Cycloid personality
Eu60y11,Read,diagnostic,Personality disorders,[X]Eccentric personality disorder
Eu62.00,Read,diagnostic,Personality disorders,[X]Enduring personality change not attrib to brain damag/dis
Eu60213,Read,diagnostic,Personality disorders,[X]Asocial personality disorder
Eu62011,Read,diagnostic,Personality disorders,[X]Personality change after concentration camp experiences
Eu60z11,Read,diagnostic,Personality disorders,[X]Character neurosis NOS
Eu60313,Read,diagnostic,Personality disorders,[X]Explosive personality disorder
Eu63z00,Read,diagnostic,Personality disorders,"[X]Habit and impulse disorder, unspecified"
Eu60714,Read,diagnostic,Personality disorders,[X]Self defeating personality disorder
E215z00,Read,diagnostic,Personality disorders,Histrionic personality disorder NOS
E212200,Read,diagnostic,Personality disorders,Schizotypal personality
Eu6y.00,Read,diagnostic,Personality disorders,[X]Other disorders of adult personality and behaviour
Eu62012,Read,diagnostic,Personality disorders,[X]Personality change after disasters
E212000,Read,diagnostic,Personality disorders,Unspecified schizoid personality disorder
E217.11,Read,diagnostic,Personality disorders,Amoral personality
Eu60013,Read,diagnostic,Personality disorders,[X]Querulant personality disorder
Eu60412,Read,diagnostic,Personality disorders,[X]Psychoinfantile personality disorder
E21y600,Read,diagnostic,Personality disorders,Masochistic personality disorder
Eu60y12,Read,diagnostic,Personality disorders,[X]Haltlose type personality disorder
Eu62z00,Read,diagnostic,Personality disorders,"[X]Enduring personality change, unspecified"
Eu60211,Read,diagnostic,Personality disorders,[X]Amoral personality disorder
Eu6y300,Read,diagnostic,Personality disorders,[X]Factitious disorder
Eu60011,Read,diagnostic,Personality disorders,[X]Expansive paranoid personality disorder
